snippet,keywords,news_desk,headline,pub_date,negative,positive,sentiment_score
Creative approaches to landscaping and a post-pandemic interest in outdoor activities are driving institutions to make better use of their grounds.,"[{'name': 'subject', 'value': 'Museums', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Culture (Arts)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Design', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'ARCHITECTURE', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Gardens and Gardening', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'AFRICAN-AMERICAN MUSEUM', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Arkansas Museum of Fine Arts', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Calder Gardens (Nonprofit)', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'de Young, M H, Memorial Museum', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Dia: Beacon', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Hirshhorn Museum and Sculpture Garden', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'International African American Museum', 'rank': 12, 'major': 'N'}, {'name': 'organizations', 'value': 'Natural History Museum of Los Angeles County', 'rank': 13, 'major': 'N'}, {'name': 'persons', 'value': 'Hood, Walter (1958- )', 'rank': 14, 'major': 'N'}, {'name': 'glocations', 'value': 'Arkansas', 'rank': 15, 'major': 'N'}, {'name': 'glocations', 'value': 'Beacon (NY)', 'rank': 16, 'major': 'N'}, {'name': 'glocations', 'value': 'California', 'rank': 17, 'major': 'N'}, {'name': 'glocations', 'value': 'Little Rock (Ark)', 'rank': 18, 'major': 'N'}, {'name': 'glocations', 'value': 'Los Angeles (Calif)', 'rank': 19, 'major': 'N'}, {'name': 'glocations', 'value': 'Oklahoma City (Okla)', 'rank': 20, 'major': 'N'}, {'name': 'glocations', 'value': 'Philadelphia (Pa)', 'rank': 21, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 22, 'major': 'N'}, {'name': 'subject', 'value': 'vis-photo', 'rank': 23, 'major': 'N'}]",SpecialSections,"{'main': 'As Museums’ Missions Expand, So Too Does Their Physical Space', 'kicker': None, 'content_kicker': None, 'print_headline': 'Moving Out and About', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:00:50+0000,0.0022175288759171963,0.9977825284004211,0.995564999524504
"At the Denver Art Museum, a furniture exhibition lets visitors experience museum fare as more than just pretty objects.","[{'name': 'subject', 'value': 'Design', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Furniture', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Chairs', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Mexico', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Denver Art Museum', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'vis-photo', 'rank': 6, 'major': 'N'}]",SpecialSections,"{'main': 'You Can Sit There. Really.', 'kicker': None, 'content_kicker': None, 'print_headline': 'You Can Sit There. Really.', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:01:08+0000,0.002597580198198557,0.9974023699760437,0.9948047897778451
A new exhibit at the Missouri History Museum examines “the triumphant side and the tragic side” of the 1904 spectacle to present a fuller story.,"[{'name': 'subject', 'value': 'Museums', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""World's Fairs"", 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Missouri Historical Society', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Missouri History Museum', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'St Louis (Mo)', 'rank': 5, 'major': 'N'}]",SpecialSections,"{'main': 'A St. Louis Museum Revisits a Famous but Complex World’s Fair', 'kicker': None, 'content_kicker': None, 'print_headline': 'Revisiting a World’s Fair', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:01:08+0000,0.0038589180912822485,0.9961411356925964,0.9922822176013142
"Some states with Republican-controlled legislatures want more data, while some controlled by Democrats want less, fearing it could be used to target patients or providers.","[{'name': 'subject', 'value': 'Abortion', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Data-Mining and Database Marketing', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Indiana', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Kansas', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Illinois', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'New Hampshire', 'rank': 11, 'major': 'N'}, {'name': 'persons', 'value': 'Kelly, Laura (1950- )', 'rank': 12, 'major': 'N'}]",Science,"{'main': 'Abortion Data Wars: States and Cities Debate How Much Information to Collect', 'kicker': None, 'content_kicker': None, 'print_headline': 'States Debate How Much Abortion Data to Collect', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:01:50+0000,0.9983190894126892,0.0016808992950245738,-0.9966381901176646
Here’s how to make your morning shower more luxurious.,"[{'name': 'subject', 'value': 'Bathing and Showering', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Bathrooms and Toilets', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Interior Design and Furnishings', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Home Repairs and Improvements', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Service', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Real Estate and Housing (Residential)', 'rank': 6, 'major': 'N'}]",RealEstate,"{'main': 'One Walk-in Shower Is as Good as Any Other, Right? Wrong.', 'kicker': 'The Fix', 'content_kicker': None, 'print_headline': 'Start Off the Day in a Luxurious Setting', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:01:57+0000,0.8748887181282043,0.12511123716831207,-0.7497774809598923
"The challenge for Montana Levi Blanco, the Tony-winning costume designer for John Adams’s oratorio, was how to keep straight so many Marys.","[{'name': 'subject', 'value': 'Opera', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Costumes', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Metropolitan Opera', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Blain-Cruz, Lileana', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'El Nino (Opera)', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Blanco, Montana Levi', 'rank': 6, 'major': 'N'}]",Styles,"{'main': 'Costuming a Small Army of Virgins for the Met Opera’s ‘El Niño’', 'kicker': None, 'content_kicker': None, 'print_headline': 'Costuming a Small Flock of Virgin Marys for ‘El Niño’', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:02:20+0000,0.756051242351532,0.24394871294498444,-0.5121025294065475
The Walker Art Center looks to the past to bring back its long-admired flair for modern design and contemporary art.,"[{'name': 'subject', 'value': 'Museums', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Interior Design and Furnishings', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Design', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Walker Art Center', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Minneapolis (Minn)', 'rank': 6, 'major': 'N'}]",SpecialSections,"{'main': 'Reincarnating a Treasured Design Store in Minneapolis', 'kicker': None, 'content_kicker': None, 'print_headline': 'Reincarnating a Design Treasure', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:02:23+0000,0.0004704666789621115,0.9995296001434326,0.9990591334644705
Democrats see an opening to win back rural Trump voters fed up with their groundwater being pumped by huge farms.,"[{'name': 'glocations', 'value': 'Arizona', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Drought', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Water', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Agriculture and Farming', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Fondomonte Arizona LLC', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Mayes, Kristin', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 9, 'major': 'N'}]",National,"{'main': 'The Sinking Arizona Town Where Water and Politics Collide', 'kicker': None, 'content_kicker': None, 'print_headline': 'Democrats See Water as Issue to Win Over Rural Arizona Voters', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:03:03+0000,0.1245010569691658,0.8754989504814148,0.750997893512249
"Nine years after the release of the album that changed his life, the saxophonist is bringing new collaborators and new parts of himself into his work.","[{'name': 'subject', 'value': 'Jazz', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Washington, Kamasi', 'rank': 3, 'major': 'N'}]",Culture,"{'main': 'Kamasi Washington Wants to Remain Unstoppable', 'kicker': None, 'content_kicker': None, 'print_headline': 'His Eclectic Vision, With Fatherhood', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:03:20+0000,0.00030668810359202325,0.9996933937072754,0.9993867056036834
"Andreas Bechtolsheim, the first investor in Google, has an estimated $16 billion fortune. He recently settled charges that he engaged in insider trading for a profit of $415,726.","[{'name': 'persons', 'value': 'Bechtolsheim, Andreas', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Insider Trading', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Mergers, Acquisitions and Divestitures', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Computers and the Internet', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Stocks and Bonds', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'High Net Worth Individuals', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Enterprise Computing', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Start-ups', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Google Inc', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Sun Microsystems Inc', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Arista Networks Inc.', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'Securities and Exchange Commission', 'rank': 12, 'major': 'N'}]",Business,"{'main': 'In Silicon Valley, You Can Be Worth Billions and It’s Not Enough', 'kicker': None, 'content_kicker': None, 'print_headline': 'He Got Rich On Big Bets. And Then?', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:03:20+0000,0.7072669863700867,0.2927330434322357,-0.41453394293785095
"Cowboy style means something different for every group and era — from the vaqueros to Buffalo Bill, Madonna to the Marlboro Man, Lil Nas X to Louis Vuitton.","[{'name': 'subject', 'value': 'Cowboys and Cowgirls', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Fashion and Apparel', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Race and Ethnicity', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Louis Vuitton', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Knowles, Beyonce', 'rank': 5, 'major': 'N'}]",Styles,"{'main': 'What Is a Cowboy, Anyway?', 'kicker': 'Critic’s Notebook', 'content_kicker': None, 'print_headline': 'What Defines A Cowboy, Anyway?', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:03:33+0000,0.00043512837146408856,0.9995648264884949,0.9991296981170308
"Peter Gordon, who studied with Terry Riley, has always made music that is surprising but accessible. Now he’s starting his own record label.","[{'name': 'persons', 'value': 'Gordon, Peter (1951- )', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Adjacent Records', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Classical Music', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Pop and Rock Music', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Jazz', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Audio Recordings, Downloads and Streaming', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 8, 'major': 'N'}]",Arts&Leisure,"{'main': 'He’s Music’s Mr. Adjacent, Connecting Minimalism to Disco', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Music World’s Mr. Adjacent', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:03:49+0000,0.00024089791986625642,0.9997591376304626,0.9995182397105964
"Firms like Experian and TransUnion say it is time for “buy now, pay later” loans to appear on consumer credit reports. The lenders aren’t ready to sign on.","[{'name': 'subject', 'value': 'Credit Scores', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Regulation and Deregulation of Industry', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Personal Finances', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Equifax Inc', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Apple Inc', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'TransUnion LLC', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Experian PLC', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Credit and Debt', 'rank': 8, 'major': 'N'}]",Business,"{'main': '‘Pay Later’ Lenders Have an Issue With Credit Bureaus', 'kicker': None, 'content_kicker': None, 'print_headline': 'Credit Scores Don’t Reflect ‘Pay Later’', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:03:55+0000,0.9984962940216064,0.0015037073753774166,-0.996992586646229
"Onion Tree Pizza offers chicken tikka masala and saag paneer  pies, Burmese Bites opens in Midtown East and more restaurant news.","[{'name': 'subject', 'value': 'Restaurants', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 2, 'major': 'N'}]",Dining,"{'main': 'Cha Cha Tang Will Serve Its Take on Hong Kong Diner Food Starting Mother’s Day', 'kicker': 'Off the Menu', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:04:08+0000,0.015889890491962433,0.9841101169586182,0.9682202264666557
"Neighbors have multiple opportunities to raise objections, and some disputes can only be resolved by the city’s top governing body.","[{'name': 'glocations', 'value': 'Noe Valley (San Francisco, Calif)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Home Repairs and Improvements', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Suits and Litigation (Civil)', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'San Francisco Board of Supervisors', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Real Estate and Housing (Residential)', 'rank': 5, 'major': 'N'}]",National,"{'main': 'In San Francisco, a Home Renovation Can Become a Battle Royale', 'kicker': None, 'content_kicker': None, 'print_headline': 'Neighbors Raise Roof, So Maybe You Can’t', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:04:19+0000,0.9958105087280273,0.004189566243439913,-0.9916209424845874
Seafood caught in nearby waters has long been left out of the farm-to-table movement. But these people have set out to get it into stores and restaurants.,"[{'name': 'subject', 'value': 'Seafood', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Cooking and Cookbooks', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Fishing, Commercial', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Fish Farming', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Consumer Behavior', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Dock to Dish', 'rank': 6, 'major': 'N'}]",Dining,"{'main': 'Why Is It So Hard to Find Local Fish (Even by the Water)?', 'kicker': None, 'content_kicker': None, 'print_headline': 'Seafood That’s Caught, and Eaten, Nearby', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:04:22+0000,0.02308540605008602,0.9769145846366882,0.9538291785866022
Animal-welfare science tries to get inside the minds of a huge range of species — in order to help improve their lives.,"[{'name': 'subject', 'value': 'Animal Abuse, Rights and Welfare', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Animal Behavior', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Veterinary Medicine', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Agriculture and Farming', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Humane Society of the United States', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Bergh, Henry', 'rank': 8, 'major': 'N'}]",Magazine,"{'main': 'How Do We Know What Animals Are Really Feeling?', 'kicker': None, 'content_kicker': None, 'print_headline': 'Minds of Their Own', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:04:36+0000,0.005368241108953953,0.9946317672729492,0.9892635261639953
"Here are their takeaways after the film, debuting on Netflix, went from box office miss to runaway hit.","[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Netflix Inc', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Sony Corporation', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Mulroney, Dermot', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Gluck, Will', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Powell, Glen (1988- )', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Rothman, Thomas E (1954- )', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Sweeney, Sydney (1997- )', 'rank': 8, 'major': 'N'}, {'name': 'creative_works', 'value': 'Anyone but You (Movie)', 'rank': 9, 'major': 'N'}]",Culture,"{'main': 'Sydney Sweeney and Glen Powell on How ‘Anyone but You’ Beat the Rom-Com Odds', 'kicker': None, 'content_kicker': None, 'print_headline': 'How ‘Anyone but You’  Beat the Rom-Com Odds', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:04:40+0000,0.9818706512451172,0.01812932826578617,-0.963741322979331
"With a few simple steps, you can rein in your spending at the supermarket.","[{'name': 'subject', 'value': 'Supermarkets and Grocery Stores', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Personal Finances', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Service', 'rank': 3, 'major': 'N'}]",Dining,"{'main': '6 Smart Tips for Building a Better Grocery Budget', 'kicker': None, 'content_kicker': None, 'print_headline': 'Budgeting Is a Must at the Market', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:04:55+0000,0.9964620471000671,0.003537912853062153,-0.992924134247005
"With the model Kaia Gerber, the hairstylist Guido Palau created a “low-fi” project about the transformative power of hair.","[{'name': 'persons', 'value': 'Palau, Guido', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Gerber, Kaia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Photography', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Models (Professional)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Hair', 'rank': 6, 'major': 'N'}, {'name': 'creative_works', 'value': 'Hidden Identities (Book)', 'rank': 7, 'major': 'N'}]",Styles,"{'main': 'A Very Famous Model Stars in a Very Pixelated Book of Wigs', 'kicker': None, 'content_kicker': None, 'print_headline': 'Capturing Her Many Personas Hiding Within', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:05:18+0000,0.9837087392807007,0.016291232779622078,-0.9674175065010786
Project Maven was meant to revolutionize modern warfare. But the conflict in Ukraine has underscored how difficult it is to get 21st-century data into 19th-century trenches.,"[{'name': 'subject', 'value': 'Russian Invasion of Ukraine (2022)', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Ukraine', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Drones (Pilotless Planes)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Artificial Intelligence', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Defense Contracts', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Google Inc', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Russia', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'United States Defense and Military Forces', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'audio-neutral-informative', 'rank': 10, 'major': 'N'}]",Washington,"{'main': 'In Ukraine, New American Technology Won the Day. Until It Was Overwhelmed.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Modern Warfare Gets Mired in Ukraine Trenches', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:05:31+0000,0.9962867498397827,0.0037132264114916325,-0.9925735234282911
"The publicist is by the side of famous people like Zayn Malik, Alex Cooper and Alix Earle. She’s dating a famous chef. But she’d prefer to keep a low profile.","[{'name': 'persons', 'value': 'Bailey, Cait (Publicist)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Public Relations and Publicity', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Celebrities', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Social Media', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Parties (Social)', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Carbone, Mario', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 7, 'major': 'N'}]",Styles,"{'main': 'Cait Bailey Can’t Avoid the Spotlight', 'kicker': None, 'content_kicker': None, 'print_headline': 'Cait Bailey Can’t Avoid the Spotlight', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:05:44+0000,0.9088096022605896,0.09119044244289398,-0.8176191598176956
"The Biden campaign has made abortion one of its top issues, as polling shows it is one of the few subjects in which voters place more trust in President Biden than Donald Trump.","[{'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2024', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Abortion', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Florida', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 7, 'major': 'N'}]",Politics,"{'main': 'Biden Campaigns on Abortion Rights in Florida, Tying State Ban to Trump', 'kicker': None, 'content_kicker': None, 'print_headline': 'Biden Discusses Abortion Rights in Florida, Tying State’s Ban to Trump', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:05:57+0000,0.009661799296736717,0.990338146686554,0.9806763473898172
The overwhelming bipartisan vote for the long-stalled $95.3 billion aid package capped a tortured journey for the legislation on Capitol Hill. President Biden is expected to quickly sign it.,"[{'name': 'subject', 'value': 'Russian Invasion of Ukraine (2022)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Israel-Gaza War (2023- )', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Foreign Aid', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Johnson, Mike (1972- )', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Schumer, Charles E', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Ukraine', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 12, 'major': 'N'}, {'name': 'glocations', 'value': 'Taiwan', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Humanitarian Aid', 'rank': 14, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 15, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 16, 'major': 'N'}]",Washington,"{'main': 'Senate Approves Aid for Ukraine and Israel, Sending It to Biden’s Desk', 'kicker': None, 'content_kicker': None, 'print_headline': 'Senate Approves Aid for Ukraine, Israel and Taiwan', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:05:58+0000,0.9922710657119751,0.007728956639766693,-0.9845421090722084
"The former president is in line for a windfall after the stock price of Trump Media hit performance targets in its first few weeks of trading, raising the value of his already sizable stake.","[{'name': 'subject', 'value': 'Stocks and Bonds', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Social Media', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Corporations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Mergers, Acquisitions and Divestitures', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Short Selling', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Trump Media & Technology Group', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Truth Social (Social Network)', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 8, 'major': 'N'}]",Business,"{'main': 'Trump Is Owed an Extra $1 Billion Stake in Truth Social', 'kicker': None, 'content_kicker': None, 'print_headline': 'Former President Is About to Receive $1 Billion Windfall', 'name': None, 'seo': None, 'sub': None}",2024-04-23T09:08:39+0000,0.5782515406608582,0.4217485189437866,-0.15650302171707153
